tipo_doc;ano_doc;numero_doc;numero_termo;nome_responsavel;data_doc;data_pub;data_email_ar;dilacao;dilacao_dias;sei_doc;observacoes
Relatório de Devolução;2022;58;TCV/080/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;59;TCV/010/2014/SMDHC/FUMCAD;-;;03/06/2022;21/06/2022;false;0;;
Relatório de Devolução;2022;60;TCV/069/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;61;TCV/022/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;62;TCV/122/2016/SMDHC/FUMCAD;-;;28/06/2022;28/06/2022;false;0;;
Relatório de Devolução;2022;63;TCV/046/2016/SMDHC/FUMCAD;-;;07/06/2022;27/06/2022;false;0;;
Relatório de Devolução;2022;64;TCV/073/2012/SMPP/FUMCAD;-;;14/06/2022;27/06/2022;false;0;;
Relatório de Devolução;2022;65;TCV/041/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;66;TCV/058/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;67;TCV/074/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;68;TCV/016/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;69;TCV/052/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;70;TCV/052/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;71;TCV/098/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;72;TCV/006/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;73;TCV/038/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;74;TCV/117/2012/SMPP/FUMCAD;-;;30/06/2022;02/08/2022;false;0;;
Relatório de Devolução;2022;75;TCV/110/2011/SMPP/FUMCAD;-;;01/07/2022;01/07/2022;false;0;;
Relatório de Devolução;2022;76;TCV/128/2012/SMPP/FUMCAD;-;;08/07/2022;11/07/2022;false;0;;
Relatório de Devolução;2022;77;TCV/057/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;78;TCV/022/2010/SMPP/FUMCAD;-;;22/07/2022;22/07/2022;false;0;;
Relatório de Devolução;2022;79;TCV/068/2013/SMDHC/FUMCAD;-;;23/07/2022;25/07/2022;false;0;;
Relatório de Devolução;2022;80;TCV/108/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;81;TCV/102/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;82;TCV/157/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;83;TCV/183/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;84;TCV/128/2012/SMPP/FUMCAD;-;;13/08/2022;16/08/2022;false;0;;
Relatório de Devolução;2022;85;TCV/036/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;86;TCV/052/2013/SMDHC/FUMCAD;-;;18/08/2022;18/08/2022;false;0;;
Relatório de Devolução;2022;87;TCV/052/2013/SMDHC/FUMCAD;-;;18/08/2022;18/08/2022;false;0;;
Relatório de Devolução;2022;88;TCV/058/2015/SMDHC/FUMCAD;-;;18/08/2022;18/08/2022;false;0;;
Relatório de Devolução;2022;89;TCV/151/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;90;TCV/138/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;91;TCV/018/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;92;TCV/012/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;93;TCV/109/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;94;TCV/078/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;95;TCV/029/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;96;TCV/097/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;97;TCV/046/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;98;TCV/032/2017/SMDHC/FUMCAD;-;;09/09/2022;12/09/2022;false;0;;
Relatório de Devolução;2022;99;TCV/041/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;100;TCV/117/2016/SMDHC/FUMCAD;-;;13/09/2022;13/09/2022;false;0;;
Relatório de Devolução;2022;101;TCV/192/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;102;TCV/026/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;103;TCV/047/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;104;TCV/084/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;105;TCV/093/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;106;TCV/104/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;107;TCV/198/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;108;TCV/139/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;109;TCV/090/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;110;TCV/150/2009/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;111;TCV/024/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;112;TCV/127/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;113;TCV/050/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;114;TCV/127/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;115;TCV/126/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;116;TCV/045/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;117;TCV/176/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;118;TCV/011/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;119;TCV/068/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;120;TCV/016/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;121;TCV/071/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;122;TCV/052/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;123;TCV/162/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;124;TCV/056/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;125;TCV/137/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;126;TCV/044/2009/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;127;TCV/064/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;128;TCV/018/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;129;TCV/240/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;130;TCV/109/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;131;TCV/187/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;132;TCV/081/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;133;TCV/041/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;134;TCV/069/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;135;TCV/004/2017/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;136;TCV/091/2016/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;137;TCV/190/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;138;TCV/059/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;139;TCV/192/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;140;TCV/060/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;141;TCV/239/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;142;TCV/069/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;143;TCV/118/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;144;TCV/026/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;145;TCV/045/2014/SMDHC/FUMCAD;-;;13/12/2022;16/12/2022;false;0;;
Relatório de Devolução;2022;146;TCV/015/2013/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;147;TCV/056/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;148;TCV/043/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;149;TCV/065/2015/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;150;TCV/043/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;151;TCV/053/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;152;TCV/075/2014/SMDHC/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;153;TCV/068/2012/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;154;TCV/108/2010/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Devolução;2022;155;TCV/214/2011/SMPP/FUMCAD;-;;;;false;0;;
Relatório de Inconsistências;2022;1;TCV/021/2017/SMDHC/FUMCAD;-;;01/02/2022;25/02/2022;false;0;;Complementar
Relatório de Inconsistências;2022;2;TCV/014/2016/SMDHC/FUMCAD;-;;17/11/2022;18/11/2022;false;0;;Complementar
Relatório de Inconsistências;2022;3;TCV/065/2014/SMDHC/FUMCAD;-;;02/12/2022;05/12/2022;false;0;;Complementar
Parecer de Encerramento;2022;1;TCV/115/2008/SMPP/FUMCAD;Laís Vitória;;;;false;0;;
Parecer de Encerramento;2022;2;TCV/124/2012/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;3;TCV/096/2009/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;4;TCV/092/2009/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;5;TCV/031/2011/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;6;TCV/047/2011/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;7;TCV/047/2011/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;8;TCV/002/2015/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;9;TCV/037/2012/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;10;TCV/234/2011/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;11;TCV/108/2012/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;12;TCV/130/2015/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;13;TCV/035/2015/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;14;TCV/069/2014/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;15;TCV/077/2014/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;16;TCV/067/2015/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;17;TCV/192/2010/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;18;TCV/013/2014/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;19;TCV/003/2015/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;20;TCV/034/2010/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;21;TCV/011/2010/SMPP/FUMCAD;Laís Vitória;;;;false;0;;
Parecer de Encerramento;2022;22;TCV/176/2010/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;23;TCV/074/2014/SMDHC/FUMCAD;Laís Vitória;;;;false;0;;
Parecer de Encerramento;2022;24;TCV/149/2009/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;25;TCV/111/2016/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;26;TCV/044/2011/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;27;TCV/093/2015/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;28;TCV/106/2012/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;29;TCV/058/2010/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;30;TCV/101/2016/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;31;TCV/055/2016/SMDHC/FUMCAD;Laís Vitória;;;;false;0;;
Parecer de Encerramento;2022;32;TCV/196/2010/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;33;TCV/044/2015/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;34;TCV/111/2012/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;35;TCV/064/2011/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;36;TCV/064/2011/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;37;TCV/058/2011/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;38;TCV/058/2011/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;39;TCV/223/2011/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;40;TCV/127/2016/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;41;TCV/043/2013/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;42;TCV/144/2010/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;43;TCV/087/2012/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;44;TCV/100/2015/SMDHC/FUMCAD;Laís Vitória;;;;false;0;;
Parecer de Encerramento;2022;45;TCV/041/2017/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;46;TCV/095/2010/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;47;TCV/008/2017/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;48;TCV/052/2015/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;49;TCV/026/2013/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;50;TCV/021/2017/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;51;TCV/039/2011/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;52;TCV/039/2011/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;53;TCV/118/2012/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;54;TCV/028/2010/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;55;TCV/074/2015/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;56;TCV/039/2014/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;57;TCV/043/2013/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;58;TCV/042/2011/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;59;TCV/169/2012/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;60;TCV/192/2011/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;61;TCV/015/2010/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;62;TCV/102/2013/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;63;TCV/071/2014/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;64;TCV/045/2016/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;65;TCV/041/2016/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;66;TCV/089/2016/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;67;TCV/051/2016/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;68;TCV/068/2014/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;69;TCV/038/2014/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;70;TCV/032/2016/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;71;TCV/072/2012/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;72;TCV/049/2015/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;73;TCV/099/2015/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;74;TCV/059/2007/SEPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;75;TCV/040/2014/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;76;TCV/050/2016/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;77;TCV/069/2011/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;78;TCV/098/2016/SMDHC/FUMCAD;Laís Vitória;;;;false;0;;
Parecer de Encerramento;2022;79;TCV/122/2016/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;80;TCV/010/2014/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;81;TCV/110/2011/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;82;TCV/016/2010/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;83;TCV/131/2015/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;84;TCV/105/2010/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;85;TCV/132/2015/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;86;TCV/052/2014/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;87;TCV/181/2010/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;88;TCV/017/2011/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;89;TCV/018/2011/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;90;TCV/022/2017/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;91;TCV/065/2012/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;92;TCV/019/2016/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;93;TCV/073/2012/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;94;TCV/158/2012/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;95;TCV/068/2013/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;96;TCV/022/2010/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;97;TCV/128/2012/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;98;TCV/117/2012/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;99;TCV/037/2011/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;100;TCV/042/2016/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;101;TCV/036/2015/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;102;TCV/082/2016/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;103;TCV/052/2013/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;104;TCV/057/2016/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;105;TCV/052/2013/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;106;TCV/068/2016/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;107;TCV/036/2017/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;108;TCV/069/2013/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;109;TCV/195/2008/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;110;TCV/058/2015/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;111;TCV/062/2016/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;112;TCV/006/2010/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;113;TCV/056/2015/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;114;TCV/079/2016/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;115;TCV/092/2016/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;116;TCV/030/2010/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;117;TCV/150/2009/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;118;TCV/083/2016/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;119;TCV/046/2013/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;120;TCV/029/2016/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;121;TCV/117/2016/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;122;TCV/026/2017/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;123;TCV/075/2012/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;124;TCV/075/2012/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;125;TCV/086/2012/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;126;TCV/109/2010/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;127;TCV/012/2017/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;128;TCV/053/2012/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;129;TCV/090/2016/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;130;TCV/157/2012/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;131;TCV/183/2010/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;132;TCV/102/2010/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;133;TCV/032/2017/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;134;TCV/034/2015/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;135;TCV/122/2015/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;136;TCV/068/2011/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;137;TCV/084/2013/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;138;TCV/101/2009/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;139;TCV/067/2013/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;140;TCV/162/2012/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;141;TCV/011/2011/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;142;TCV/227/2011/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;143;TCV/031/2010/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;144;TCV/060/2012/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;145;TCV/090/2015/SMDHC/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;146;TCV/060/2010/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;147;TCV/198/2010/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;148;TCV/052/2011/SMPP/FUMCAD;Carla Cintia;06/12/2022;07/12/2022;;false;0;;Encerrado
Parecer de Encerramento;2022;149;TCV/004/2017/SMDHC/FUMCAD;Carla Cintia;08/12/2022;13/12/2022;;false;0;;Encerrado
Parecer de Encerramento;2022;150;TCV/060/2013/SMDHC/FUMCAD;Carla Cintia;09/12/2022;13/12/2022;;false;0;;Encerrado
Parecer de Encerramento;2022;151;TCV/109/2011/SMPP/FUMCAD;Carla Cintia;09/12/2022;15/12/2022;;false;0;;Encerrado
Parecer de Encerramento;2022;152;TCV/029/2011/SMPP/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;153;TCV/029/2014/SMDHC/FUMCAD;Leticia Lourenço;;;;false;0;;
Parecer de Encerramento;2022;154;TCV/081/2012/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;155;TCV/081/2012/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Parecer de Encerramento;2022;156;TCV/041/2012/SMPP/FUMCAD;Lucas Castelani;;;;false;0;;
Notificações Anteriores;2012;1;TCV/102/2011/SMPP/FUMCAD;-;03/09/2012;;;false;0;;
